3.375375375375375242e+00 9.243666296272490257e-04
1.629629629629629761e+00 1.728133176431043472e+00
-3.359359359359359587e+00 4.422722494040350227e+00
-3.271271271271271264e+00 3.688065395760583787e+00
-1.301301301301301283e+00 -3.817601708254917181e+00
3.615615615615615397e+00 1.247156753355102010e-01
-1.845845845845845989e+00 -4.272242081738705899e+00
-1.341341341341341309e+00 -2.994357807245395797e+00
1.389389389389389606e+00 -5.753889792819499860e-01
6.686686686686682535e-01 -1.427792442373039927e+00
2.806806806806807053e+00 -9.207264142403978058e-01
2.342342342342342398e+00 6.436743406454985550e-01
9.729729729729728049e-01 -2.871194008167991529e-01
8.368368368368370724e-01 -5.340465998329217978e-01
1.509509509509509684e+00 -1.266033650485518525e+00
2.126126126126125726e+00 1.339931852325206563e-01
-6.686686686686686976e-01 -4.577998282944136577e+00
2.510510510510510329e+00 1.357336426752608016e+00
-2.110110110110110071e+00 -3.694409387061826866e+00
1.101101101101100710e+00 -2.362390840401906444e-01
3.207207207207207311e+00 -6.457401462493628230e-01
3.723723723723724177e-01 -2.962069073364760108e+00
-2.878878878878878833e+00 -2.128960643295227495e+00
3.183183183183182940e+00 -5.525291526880538040e-01
2.742742742742742657e+00 1.254099083012319316e+00
-3.703703703703703720e+00 5.526575013924789559e+00
1.201201201201218538e-02 -2.684607979833023350e+00
-2.150150150150150097e+00 -3.535933402087339417e+00
-2.522522522522523403e-01 -4.127535777617132418e+00
-3.351351351351351315e+00 1.103599532865543908e+00
-3.271271271271271264e+00 1.666737468561014124e+00
-7.327327327327326500e-01 -3.280745877790374632e+00
3.603603603603566796e-02 -2.328849832831530797e+00
1.261261261261260813e+00 1.244405406139365233e+00
6.366366366366369434e-01 -1.147350849913651549e+00
-1.389389389389389606e+00 -3.580317146165695963e+00
1.469469469469469658e+00 1.450004317864934666e+00
-1.037037037037037202e+00 -1.939745404018201169e+00
-2.062062062062062218e+00 -5.232673533654446096e+00
1.637637637637637589e+00 -4.454970797886685929e-01
-2.998998998998998911e+00 1.155835675999041356e+00
-3.367367367367367414e+00 1.572967614935980363e+00
8.688688688688692707e-01 -1.605639727183830079e+00
-3.815815815815815970e+00 6.811250637759145299e+00
3.391391391391390897e+00 -2.025407101551148337e+00
2.710710710710710458e+00 -1.354303240841076228e+00
-3.287287287287287363e+00 2.395413923620352659e+00
-1.093093093093093326e+00 -2.436448340971908433e+00
-2.894894894894894932e+00 8.652943722119014192e-01
-4.684684684684685685e-01 -2.799902564983219211e+00
-3.783783783783783772e+00 5.706237451861638554e+00
2.502502502502502502e+00 -1.723025260968851780e-01
-2.038038038038037847e+00 -4.019043515200204197e+00
-2.862862862862862734e+00 -4.976390380049014461e-01
-1.893893893893893843e+00 -3.982383345883507619e+00
-4.844844844844846676e-01 -4.634778047797655454e+00
-1.317317317317317382e+00 -3.486025931286349522e+00
3.687687687687687621e+00 -2.901086921885260406e+00
1.445445445445445287e+00 -8.520935911227839332e-01
-2.802802802802784043e-02 -1.736905334479772023e+00
-1.733733733733733740e+00 -3.611924809023761451e+00
-2.014014014014013920e+00 -2.142925543767979946e+00
1.885885885885885571e+00 -2.369018022727244599e+00
-2.934934934934934958e+00 -7.913044492656895468e-02
1.549549549549549710e+00 5.832066360129213312e-01
2.718718718718718286e+00 -5.518474847282823781e-01
1.525525525525525339e+00 5.200367982892999397e-01
-2.182182182182182295e+00 -4.526502219144230565e+00
1.597597597597597563e+00 5.725937464813041222e-01
-3.991991991991992172e+00 1.121364265052022269e+01
-2.950950950950951057e+00 -1.300273590469212426e+00
3.239239239239239510e+00 -1.229008392922389170e+00
1.821821821821822063e+00 -2.060411843513814956e-01
-2.762762762762762669e-01 -3.138185333394594601e+00
